Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s6145,Movie,American Honey,Andrea Arnold,SashaLaneShiaLaBeoufRileyKeoughMcCaulLombardiArielleHolmes,"United Kingdom, United States","April 27, 2019",2016,R,163 min,"Dramas, Independent Movies",A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol drug and sexfilled road trip,
s6146,Movie,American Masters Ted Williams,Nick Davis,TedWilliams,United States,"April 1, 2019",2018,TV-MA,55 min,"Documentaries, Sports Movies",Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family teammates the press and even the fans,
s6147,Tv Show,American Odyssey,unknown,AnnaFrielPeterFacinelliJakeRobinsonJimTrueFrostTreatWilliamsSadieSinkOmarGhazaouiNateMooneyElenaKampourisDaniellaPinedaAdewaleAkinnuoyeAgbaje,United States,"April 5, 2016",2015,TV-14,1 Season,"TV Dramas, TV Thrillers",An elite soldier a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful American corporation,
s6148,Movie,American Psycho,Mary Harron,ChristianBaleWillemDafoeJaredLetoReeseWitherspoonSamanthaMathisChloSevignyJustinTherouxJoshLucasMattRossBillSageCaraSeymourGuinevereTurner,"United States, Canada","September 1, 2019",2000,R,102 min,"Comedies, Cult Movies, Dramas",With chiseled good looks that belie his insanity a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges,
s6149,Movie,American Warfighter,Jerry G Angelo,JerryGAngeloPaulLoganJoshuaSantanaCarolinaCastroDavidRobbinsMichaelKingTomCrispJenniferMarshallVictoriaClareRyanBaumannIsaacCSingletonJrSaidFaraj,United States,"September 13, 2019",2019,TV-MA,106 min,Dramas,A Navy SEAL haunted by wartime memories tries to rebuild his life at home even as one last mission threatens to unravel everything,
s6150,Movie,Amy,Asif Kapadia,AmyWinehouseLaurenGilbert,United Kingdom,"July 26, 2018",2015,R,128 min,"Documentaries, International Movies, Music & Musicals",Rare home videos and interviews with Amy Winehouses inner circle offer an intimate look at her journey from charismatic teen to troubled star,
s6151,Movie,An American in Madras,Karan Bali,unknown,India,"January 1, 2017",2013,TV-PG,80 min,"Documentaries, International Movies",Extensive film clips and interviews tell the story of American filmmaker Ellis R Dungan who spent 15 years in India and helped define Tamil cinema,
s6152,Movie,An American Tail,Don Bluth,EricaYohnNehemiahPersoffAmyGreenPhillipGlasserChristopherPlummerJohnFinneganWillRyanHalSmithDomDeLuiseMadelineKahn,United States,"April 1, 2018",1986,G,80 min,Children & Family Movies,Fievel a young Russian mouse immigrates to America and must make his own way in the strange and sometimes perilous new world,
s6153,Movie,An American Tail Fievel Goes West,Phil Nibbelink Simon Wells,PhilipGlasserJamesStewartEricaYohnCathyCavadiniNehemiahPersoffDomDeLuiseAmyIrvingJohnCleeseJonLovitz,United States,"April 1, 2018",1991,G,75 min,Children & Family Movies,Fievel and his family head west for what turns out to be a wild adventure Deep in cowboy country the intrepid mouse faces down a nasty feline,
s6154,Movie,An American Tail The Mystery of the Night Monster,Larry Latham,ThomasDekkerLaceyChabertJaneSingerNehemiahPersoffSusanBoydRobertHaysPatMusickDomDeLuiseCandiMiloJeffBennett,United States,"April 1, 2018",1999,G,75 min,Children & Family Movies,When a monster goes on a mousenapping spree in New York Fievel and his friends help a reporter get to the bottom of the mystery,
s6155,Movie,An American Tail The Treasures of Manhattan Island,Larry Latham,ThomasDekkerDomDeLuisePatMusickNehemiahPersoffEricaYohnLaceyChabertElaineBilstadReneAuberjonoisDavidCarradineShermanHowardTonyJayRichardKarronJohnKassirRonPerlman,United States,"April 1, 2018",2000,G,79 min,Children & Family Movies,When Fievel and friends go hunting for buried treasure beneath the ruins of an old subway tunnel they stumble onto something surprising,
s6156,Movie,An Hour and a Half,Wael Ehsan,EyadNassarAhmedBedirFathyAbdelWahabSawsanBadrMagedElKedwanyTarekAbdelAzizKarimaMokhtarYousraElLozySomayaElKhashabMohamedEmam,Egypt,"April 26, 2019",2012,TV-14,87 min,"Dramas, International Movies",Based on the 2002 El Ayyat train accident this drama begins 90 minutes before the explosion following the lives of riders in the thirdclass cars,
s6157,Tv Show,An Innocent Mistake,unknown,JasonWangMathildeLinMoTzuYiXiManNingLinMeihsiuKellyHuangJoyPan,Taiwan,"January 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Raised by three mothers a selfassured teen in turmoil meets the father figure she never had But she also stands to drive the man and his son apart,
s6158,Movie,An Interview with God,Perry Lang,BrentonThwaitesDavidStrathairnHillHarperCharlbiDeanYaelGrobglas,United States,"March 1, 2019",2018,TV-PG,97 min,"Dramas, Faith & Spirituality",After an assignment in a war zone a journalist trying to put his life back together is granted an interview with someone claiming to be God,
s6159,Movie,An Upper Egyptian,Ismail Farouk Hazem Fouda,MohamedRamadanRandaElBeheryNerminMaherInasElNaggarMayarElGheityHassanAbdulfattahSabriAbdulmonemAlaaZenhomAbdalahMishrifMohamedSoliman,Egypt,"June 20, 2019",2014,TV-MA,85 min,"Comedies, Dramas, International Movies",Eager to settle down Abdullah searches for the right woman to marry  but the one he truly longs for may not feel the same way,
s6160,Movie,Anarkali of Aarah,Avinash Das,SwaraBhaskarSanjayMishraVijayKumarPankajTripathiMayurMoreIshtiyakKhan,India,"August 1, 2017",2017,TV-MA,111 min,"Dramas, Independent Movies, International Movies",After being sexually harassed by a drunken politician while performing at a public event a village dancer plots revenge to clear her name,
s6161,Movie,Anchor and Hope,Carlos MarquesMarcet,OonaChaplinNataliaTenaDavidVerdaguerGeraldineChaplin,Spain,"February 15, 2019",2017,TV-MA,113 min,"Comedies, Dramas, LGBTQ Movies",Kat and Evas happy romance hits a rough patch when Eva decides that she wants a child Visiting friend Roger could help complete their family,
s6162,Tv Show,Ancient Aliens,unknown,RobertClotworthy,United States,"September 17, 2019",2018,TV-14,1 Season,"Docuseries, Science & Nature TV",Were ancient humans really behind some of the most important technological advances in civilized history or did they have extraterrestrial help,
s6163,Movie,Anesthesia,Tim Blake Nelson,SamWaterstonTimBlakeNelsonJessicaHechtKristenStewartCoreyStollKToddFreemanGlennCloseGretchenMolMichaelKennethWilliamsGloriaReubenMickeySumnerYulVazquezHannahMarksBenKonigsberg,United States,"December 30, 2018",2015,R,90 min,"Dramas, Independent Movies",After a popular professor is attacked on a New York street the story of how a series of intertwined events led to the lifealtering assault unfolds,
s6164,Movie,Angel Eyes,Luis Mandoki,JenniferLopezJimCaviezelSoniaBragaTerrenceHowardJeremySistoMonetMazurVictorArgoShirleyKnight,United States,"September 5, 2020",2001,R,103 min,"Dramas, Romantic Movies",When a violent assault leaves her vulnerable a streetwise Chicago cop receives help from a haunted loner whos struggling with traumas of his own,
s6165,Movie,Anger Management,Peter Segal,AdamSandlerJackNicholsonMarisaTomeiLuisGuzmnAllenCovertLynneThigpenKurtFullerJonathanLoughranKristaAllenJanuaryJonesWoodyHarrelsonJohnTurturroKevinNealon,United States,"November 1, 2019",2003,PG-13,105 min,Comedies,After a gentle businessman is forced to get anger management counseling his therapist moves in  but turns out to have anger issues of his own,
s6166,Movie,Angry Indian Goddesses,Pan Nalin,AmritMagheraRajshriDeshpandePavleenGujralAnushkaManchandaSandhyaMridulSarahJaneDiasTannishthaChatterjeeAdilHussainArjunMathurAnujChoudhry,"India, Germany","March 14, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",A photographer invites a closeknit group of female pals to her Goa home to announce her engagement which stirs up a riot of emotion in all of them,
s6167,Tv Show,Anjaan Rural Myths,unknown,unknown,India,"December 15, 2018",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Thrillers",Spinechilling stories of malevolent spirits unfold in villages jungles and haunted buildings across India,
s6168,Tv Show,Anjaan Special Crimes Unit,unknown,GashmeerMahajaniHeenaParmar,India,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",The cases are supernatural the police officers human Together cops Aditi and Vikrant must solve mysteries from the realm of the paranormal,
s6169,Movie,Ankur Arora Murder Case,Sohail Tatari,KayKayMenonTiscaChopraArjunMathurPaoliDamVishakhaSinghManishChaudharyVisheshTiwariHarshChhaya,India,"October 15, 2017",2013,TV-14,127 min,"Dramas, International Movies, Thrillers",A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy,
s6170,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,BaileeMadisonRobertCapronRachelResheffMavrickMorenoWhitneyGoinGaryWeeksJulianaHarkavyKevinBMcGlynnJamisonSternMiaMatthewsBiancaMatthews,United States,"August 1, 2017",2016,TV-PG,92 min,Children & Family Movies,While vacationing on picturesque Nantucket a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum,
s6171,Movie,Another Forever,Juan Zapata,DanielaEscobarMarlonMorenoPeterKetnathBarbaraScolaro,"Brazil, Netherlands, United States, Colombia, Austria, Germany","March 21, 2017",2016,TV-PG,72 min,"Dramas, Independent Movies, International Movies",Overtaken by the death of her beloved a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track,
s6172,Movie,AntMan and the Wasp,Peyton Reed,PaulRuddEvangelineLillyMichaelDouglasMichaelPeaHannahJohnKamenLaurenceFishburneMichellePfeifferWaltonGogginsTIJudyGreerBobbyCannavaleDavidDastmalchianAbbyRyderFortsonRandallPark,United States,"January 29, 2019",2018,PG-13,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Problems big and small pop up when Scott Lang aka AntMan gets drafted by Dr Hank Pym and Hope van Dyne aka the Wasp for an urgent rescue mission,
s6173,Movie,Antar Son of Shadad,Sherif Ismail,MohamedHenediBassemSamraDorraZarroukLotfyLabib,Egypt,"May 9, 2019",2017,TV-MA,110 min,"Comedies, International Movies",Learning he is the grandson of a famous knight a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe,
s6174,Movie,Antariksha Ke Rakhwale,Anirban Majumder,SonalKaushalRupaBhimaniJulieTejwaniSabinaMalikJignaBharadhwajRajeshKawa,unknown,"June 18, 2019",2018,TV-Y7,65 min,Children & Family Movies,Space villains have abducted all the superheroes Its up to Bheem and his trusty team to save the others,
s6175,Tv Show,Anthony Bourdain Parts Unknown,unknown,AnthonyBourdain,United States,unknown,2018,TV-PG,5 Seasons,Docuseries,This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines,
s6176,Movie,Antidote,Ken Barbet,RandyCoutureChuckZitoWilTravalCelesteThorntonRafaelDeLaFuenteAlyonaChekhovaNataliYuraThomRivera,United States,"April 14, 2019",2018,TV-MA,90 min,"Action & Adventure, Horror Movies",A toughasnails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch,
s6177,Movie,Anwar,Manish Jha,SiddharthKoiralaNauheedCyrusiManishaKoiralaRajpalYadavYashpalSharmaVijayRaazHitenTejwaniSudhirPandeySanjayMishraLalitTiwari,India,"December 31, 2019",2007,TV-14,134 min,"Dramas, Independent Movies, International Movies",Seeking refuge in a Hindu temple after the tragic death of the girl he loved a Muslim youth is caught by the police who mistake him for an enemy,
s6178,Tv Show,unknown,unknown,unknown,Japan," December 23, 2018",2012,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Hailing from the mountains of Iga Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja,
s6179,Movie,Apache Warrior,David Salzberg Christian Tureaud,unknown,United States,"November 1, 2019",2017,TV-MA,89 min,Documentaries,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history,
s6180,Movie,APEX The Story of the Hypercar,JF Musial Josh Vietze,ZacharyLevi,United States,"August 1, 2016",2016,NR,86 min,Documentaries,A visionary carmaker introduces his fuelefficient highperformance hypercar to a market filled with bigname competitors like Ferrari and Porsche,
s6181,Movie,Apollo 18,Gonzalo LpezGallego,WarrenChristieLloydOwenRyanRobbinsMichaelKopsaAndrewAirlie,"United States, Canada","March 9, 2019",2011,PG-13,87 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",This scifi thriller suggests that Apollo 17 despite official statements to the contrary wasnt NASAs last manned mission to the moon,
s6182,Movie,April and the Extraordinary World,Christian Desmares Franck Ekinci,AngelaGaluppoPaulGiamattiSusanSarandonTonyHaleJKSimmonsTonyRobinowMarkCamachoTodFennellCarlosAlazraquiKariWahlgren,"France, Canada, Belgium","October 1, 2017",2015,PG,107 min,"Action & Adventure, Comedies, International Movies",After the worlds top scientists disappear orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy,
s6183,Movie,Aram Aram,Christopher Chambers,JohnRoohinianLevonSharafyanSevakHakoyanDavidVilladaMikeGhaderRazmikMansuryanLoritaMegAmySandersAllaTumanian,United States,"February 15, 2017",2015,TV-14,79 min,"Dramas, Independent Movies",Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles and overwhelmed by culture shock he falls prey to an Armenian gang,
s6184,Movie,Are We Done Yet,Khaled El Halafawy,AhmedEidAytenAmerAhmedFouadSelimMohsenMansour,Egypt,"August 1, 2019",2018,TV-14,87 min,"Comedies, Dramas, International Movies",When authorities arrest his young son a taxi driver must convince the courts and rabid media that hes not the criminal they seek,
s6185,Movie,Arisan 2,Nia Dinata,SuryaSaputraCutMiniTheoToraSudiro,Indonesia,"September 15, 2018",2011,TV-14,113 min,"Comedies, Dramas, International Movies",A group of friends reunites for a vacation amid nature where they laugh about their shared history and bond over difficult truths,
s6186,Movie,Arthur,Jason Winer,RussellBrandHelenMirrenGretaGerwigJenniferGarnerGeraldineJamesLuisGuzmnNickNolteChristinaJacquelynCalphMurphyGuyerJosRamnRosario,United States,"April 1, 2019",2011,PG-13,110 min,"Comedies, Romantic Movies",Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance,
s6187,Movie,Arthur Christmas,Sarah Smith,JamesMcAvoyHughLaurieBillNighyJimBroadbentImeldaStauntonAshleyJensenRamonaMarquezMarcWoottonLauraLinneyEvaLongoriaMichaelPalinJoanCusackDeborahFindlayRichFulcherSarahSmithClintDyerKerryShaleStewartLeeBronaghGallagherKevinCecilAlistairMcGowanDavidMenkinKrisPearnIanAshpitelRichHallSeetaIndraniJaneHorrocksPeterBaynhamEmmaKennedyDominicWestJerryLambertJuliaDavisRobbieColtraneIainMcKeeSanjeevBhaskarAndySerkisTamsinGreigRhysDarbySeamusMaloneCodyCameronDavidSchneiderKevinEldonDannyJohnJulesBrianCummings,"United Kingdom, United States","January 1, 2020",2011,PG,98 min,"Children & Family Movies, Comedies",At Santa Clauss supersecret toymaking facility Mr Claus entrusts his son Arthur to carry out an ultraimportant Christmas mission,
